"","Term","ego","alter","agreeEgo","agreeAlter","empathyEgo","empathyAlter","socialemotionallityEgo","socialemotionallityAlter","needtobelongEgo","needtobelongAlter","loneEgo","inEgo","outEgo","inEgo_liked","outEgo_liked","loneAlter","inAlter","outAlter","inAlter_liked","outAlter_liked","loneBinEgo","loneBinAlter","recp","n","recpSum","recpPer"
"1","Fall 2019",1001,7044,6,NA,6.545454545,NA,4.375,NA,5.375,NA,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"2","Fall 2019",1001,1720,6,NA,6.545454545,NA,4.375,NA,5.375,NA,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"3","Fall 2019",1001,4440,6,4.5,6.545454545,6,4.375,3.625,5.375,3.625,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,2.11298236532765,0.00152207,0.00152207,0.000253678,0.000507357,"NL","L",1,6,1,0.166666666666667
"4","Fall 2019",1001,2676,6,NA,6.545454545,NA,4.375,NA,5.375,NA,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"5","Fall 2019",1001,4966,6,NA,6.545454545,NA,4.375,NA,5.375,NA,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"6","Fall 2019",1001,3939,6,NA,6.545454545,NA,4.375,NA,5.375,NA,0.205973480446258,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"7","Fall 2019",1004,5962,6,5,6,6.454545455,2.375,5.125,5.625,6,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,0.264252204189066,0.00152207,0.00152207,0.00152207,0.000507357,"L","NL",0,6,3,0.5
"8","Fall 2019",1004,3098,6,3,6,6.454545455,2.375,4.5,5.625,4.625,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,0.264252204189066,0.001014713,0,0,0,"L","NL",0,6,3,0.5
"9","Fall 2019",1004,8077,6,5,6,4.818181818,2.375,5,5.625,5,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,0.264252204189066,0.000507357,0.000761035,0.000253678,0.000507357,"L","NL",1,6,3,0.5
"10","Fall 2019",1004,1508,6,6.5,6,6.909090909,2.375,3,5.625,5,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,-0.35199118285713,0.001014713,0.001268392,0,0.001014713,"L","NL",1,6,3,0.5
"11","Fall 2019",1004,7123,6,5.5,6,6.909090909,2.375,5,5.625,5.625,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,-0.35199118285713,0.001268392,0.00152207,0.000253678,0.000761035,"L","NL",1,6,3,0.5
"12","Fall 2019",1004,5320,6,NA,6,NA,2.375,NA,5.625,NA,1.40208687538842,0.001014713,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"L",NA,0,6,3,0.5
"13","Fall 2019",1006,7842,5,NA,6.272727273,NA,6.125,NA,5.875,NA,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"14","Fall 2019",1006,5092,5,NA,6.272727273,NA,6.125,NA,5.875,NA,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"15","Fall 2019",1006,5249,5,NA,6.272727273,NA,6.125,NA,5.875,NA,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"16","Fall 2019",1006,6500,5,NA,6.272727273,NA,6.125,NA,5.875,NA,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"17","Fall 2019",1006,3809,5,NA,6.272727273,NA,6.125,NA,5.875,NA,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"18","Fall 2019",1006,3092,5,6,6.272727273,5.909090909,6.125,4.25,5.875,5.125,-0.392083217024822,0,0.00152207,0.000253678,0.00152207,0.264252204189066,0.000507357,0.00152207,0.000253678,0.000761035,"NL","NL",0,6,0,0
"19","Fall 2019",1014,4963,5,6,6.181818182,6.636363636,5.875,4.625,5.25,5.125,2.0001435728595,0.000253678,0.000761035,0.000253678,0.000253678,0.264252204189066,0.001014713,0.00152207,0.000507357,0.00152207,"L","NL",0,3,1,0.333333333333333
"20","Fall 2019",1014,2391,5,6.5,6.181818182,7,5.875,4.625,5.25,3.375,2.0001435728595,0.000253678,0.000761035,0.000253678,0.000253678,-1.58447795694952,0.000761035,0.00152207,0.000253678,0.000507357,"L","NL",0,3,1,0.333333333333333
"21","Fall 2019",1014,8205,5,4.5,6.181818182,6.454545455,5.875,6.875,5.25,4.375,2.0001435728595,0.000253678,0.000761035,0.000253678,0.000253678,0.264252204189066,0.001014713,0.000761035,0.000253678,0.000761035,"L","NL",1,3,1,0.333333333333333
"22","Fall 2019",1017,3549,5.5,NA,6,NA,1.125,NA,6.875,NA,2.0001435728595,0,0.000507357,0,0,NA,NA,NA,NA,NA,"L",NA,0,2,0,0
"23","Fall 2019",1017,7475,5.5,NA,6,NA,1.125,NA,6.875,NA,2.0001435728595,0,0.000507357,0,0,NA,NA,NA,NA,NA,"L",NA,0,2,0,0
"24","Fall 2019",1047,6196,6,NA,7,NA,6.25,NA,6.25,NA,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,3,0.5
"25","Fall 2019",1047,2119,6,3,7,5.818181818,6.25,2,6.25,4.375,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,0.264252204189066,0.000761035,0.00152207,0,0.000253678,"NL","NL",1,6,3,0.5
"26","Fall 2019",1047,3905,6,NA,7,NA,6.25,NA,6.25,NA,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,3,0.5
"27","Fall 2019",1047,6700,6,5,7,6.909090909,6.25,1.125,6.25,1.5,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,-1.58447795694952,0.002790462,0.00152207,0.005073567,0.001268392,"NL","NL",1,6,3,0.5
"28","Fall 2019",1047,3123,6,4.5,7,6.909090909,6.25,3,6.25,4.25,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,-0.35199118285713,0.001268392,0.000761035,0.000507357,0.000507357,"NL","NL",1,6,3,0.5
"29","Fall 2019",1047,6965,6,4.5,7,5.454545455,6.25,3.75,6.25,5.5,0.205973480446258,0.001014713,0.00152207,0.000253678,0.00152207,-0.968234569903326,0.000761035,0.001268392,0.000253678,0.000253678,"NL","NL",0,6,3,0.5
"30","Fall 2019",1061,2992,4,NA,6.272727273,NA,6.75,NA,4,NA,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"31","Fall 2019",1061,3941,4,5.5,6.272727273,5.454545455,6.75,5.625,4,6.125,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,2.11298236532765,0.000253678,0.001014713,0.000253678,0.000253678,"NL","L",1,6,1,0.166666666666667
"32","Fall 2019",1061,7409,4,NA,6.272727273,NA,6.75,NA,4,NA,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"33","Fall 2019",1061,5245,4,4.5,6.272727273,5.545454545,6.75,6.625,4,5.75,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,-0.35199118285713,0.000253678,0.00152207,0.000761035,0.000507357,"NL","NL",0,6,1,0.166666666666667
"34","Fall 2019",1061,1375,4,NA,6.272727273,NA,6.75,NA,4,NA,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"35","Fall 2019",1061,2062,4,NA,6.272727273,NA,6.75,NA,4,NA,-0.990139914495902,0.000253678,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"36","Fall 2019",1065,7945,5.5,7,5.181818182,6.090909091,4.25,5,4.125,5.25,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,0.264252204189066,0.00152207,0.001014713,0,0.000507357,"NL","NL",1,6,2,0.333333333333333
"37","Fall 2019",1065,7445,5.5,NA,5.181818182,NA,4.25,NA,4.125,NA,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"38","Fall 2019",1065,7233,5.5,5.5,5.181818182,7,4.25,6,4.125,4,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,0.264252204189066,0.001014713,0.001014713,0.000253678,0,"NL","NL",1,6,2,0.333333333333333
"39","Fall 2019",1065,3946,5.5,NA,5.181818182,NA,4.25,NA,4.125,NA,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"40","Fall 2019",1065,6172,5.5,5.5,5.181818182,4.272727273,4.25,2.75,4.125,5.875,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,0.264252204189066,0.000507357,0.001268392,0.000507357,0.000253678,"NL","NL",0,6,2,0.333333333333333
"41","Fall 2019",1065,4423,5.5,NA,5.181818182,NA,4.25,NA,4.125,NA,-0.392083217024822,0.00152207,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"42","Fall 2019",1078,3315,6.5,NA,6.727272727,NA,3.75,NA,4.625,NA,0.804030177917338,0.000253678,0.000507357,0,0.000761035,NA,NA,NA,NA,NA,"L",NA,0,2,0,0
"43","Fall 2019",1078,5085,6.5,NA,6.727272727,NA,3.75,NA,4.625,NA,0.804030177917338,0.000253678,0.000507357,0,0.000761035,NA,NA,NA,NA,NA,"L",NA,0,2,0,0
"44","Fall 2019",1080,3974,6.5,NA,5.727272727,NA,3.125,NA,4.875,NA,-1.58819661196698,0,0.001268392,0.000507357,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"45","Fall 2019",1080,6207,6.5,NA,5.727272727,NA,3.125,NA,4.875,NA,-1.58819661196698,0,0.001268392,0.000507357,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"46","Fall 2019",1080,5620,6.5,NA,5.727272727,NA,3.125,NA,4.875,NA,-1.58819661196698,0,0.001268392,0.000507357,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"47","Fall 2019",1080,1361,6.5,NA,5.727272727,NA,3.125,NA,4.875,NA,-1.58819661196698,0,0.001268392,0.000507357,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"48","Fall 2019",1080,7631,6.5,NA,5.727272727,NA,3.125,NA,4.875,NA,-1.58819661196698,0,0.001268392,0.000507357,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"49","Fall 2019",1086,3822,4,5.5,3.818181818,4.363636364,4,3.875,4,4,0.205973480446258,0.000507357,0.001268392,0.000253678,0.001268392,-1.58447795694952,0.000507357,0.00152207,0.000253678,0.00152207,"NL","NL",1,5,2,0.4
"50","Fall 2019",1086,4663,4,5,3.818181818,6.090909091,4,5.625,4,3.875,0.205973480446258,0.000507357,0.001268392,0.000253678,0.001268392,-1.58447795694952,0.000761035,0.00152207,0.000253678,0.000507357,"NL","NL",0,5,2,0.4
"51","Fall 2019",1086,1252,4,NA,3.818181818,NA,4,NA,4,NA,0.205973480446258,0.000507357,0.001268392,0.000253678,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,5,2,0.4
"52","Fall 2019",1086,4110,4,NA,3.818181818,NA,4,NA,4,NA,0.205973480446258,0.000507357,0.001268392,0.000253678,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,5,2,0.4
"53","Fall 2019",1086,1458,4,4,3.818181818,5.181818182,4,4.375,4,4.625,0.205973480446258,0.000507357,0.001268392,0.000253678,0.001268392,-1.58447795694952,0.000761035,0.001268392,0.000253678,0.000253678,"NL","NL",1,5,2,0.4
"54","Fall 2019",1087,1573,4.5,NA,6,NA,4.75,NA,3.875,NA,0.205973480446258,0.000507357,0.001268392,0.001014713,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"55","Fall 2019",1087,2428,4.5,NA,6,NA,4.75,NA,3.875,NA,0.205973480446258,0.000507357,0.001268392,0.001014713,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"56","Fall 2019",1087,2621,4.5,NA,6,NA,4.75,NA,3.875,NA,0.205973480446258,0.000507357,0.001268392,0.001014713,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"57","Fall 2019",1087,5227,4.5,NA,6,NA,4.75,NA,3.875,NA,0.205973480446258,0.000507357,0.001268392,0.001014713,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"58","Fall 2019",1087,5312,4.5,NA,6,NA,4.75,NA,3.875,NA,0.205973480446258,0.000507357,0.001268392,0.001014713,0,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"59","Fall 2019",1097,6183,6,4,5.454545455,5.909090909,4,5,5.25,5.375,0.205973480446258,0.000507357,0.000253678,0,0.000253678,0.264252204189066,0.001014713,0.00152207,0,0.000253678,"NL","NL",1,1,1,1
"60","Fall 2019",1105,1275,5.5,NA,5.545454545,NA,3.625,NA,5.5,NA,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"61","Fall 2019",1105,7617,5.5,5,5.545454545,5.727272727,3.625,3.25,5.5,4.75,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,0.264252204189066,0.001014713,0.001014713,0,0.000507357,"NL","NL",1,6,2,0.333333333333333
"62","Fall 2019",1105,3388,5.5,NA,5.545454545,NA,3.625,NA,5.5,NA,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"63","Fall 2019",1105,4544,5.5,3.5,5.545454545,6.909090909,3.625,2,5.5,4.875,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,0.264252204189066,0.001268392,0.001014713,0.000507357,0.000507357,"NL","NL",0,6,2,0.333333333333333
"64","Fall 2019",1105,2903,5.5,5.5,5.545454545,6,3.625,6.375,5.5,1.875,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,-0.35199118285713,0.00152207,0.00152207,0.002283105,0.000761035,"NL","NL",0,6,2,0.333333333333333
"65","Fall 2019",1105,3545,5.5,5.5,5.545454545,6,3.625,5.875,5.5,4,0.205973480446258,0.000761035,0.00152207,0.000253678,0.001268392,0.264252204189066,0.000507357,0.00152207,0,0.00152207,"NL","NL",1,6,2,0.333333333333333
"66","Fall 2019",1107,6200,5.5,NA,5.090909091,NA,4.375,NA,4.75,NA,0.804030177917338,0.000253678,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"L",NA,0,5,1,0.2
"67","Fall 2019",1107,3602,5.5,NA,5.090909091,NA,4.375,NA,4.75,NA,0.804030177917338,0.000253678,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"L",NA,0,5,1,0.2
"68","Fall 2019",1107,6943,5.5,NA,5.090909091,NA,4.375,NA,4.75,NA,0.804030177917338,0.000253678,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"L",NA,0,5,1,0.2
"69","Fall 2019",1107,5151,5.5,3.5,5.090909091,3.636363636,4.375,1.25,4.75,2.625,0.804030177917338,0.000253678,0.001268392,0,0.000253678,-0.968234569903326,0.000253678,0.00152207,0,0.000507357,"L","NL",1,5,1,0.2
"70","Fall 2019",1107,8047,5.5,NA,5.090909091,NA,4.375,NA,4.75,NA,0.804030177917338,0.000253678,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"L",NA,0,5,1,0.2
"71","Fall 2019",1110,1128,6.5,5,6.636363636,6.363636364,3.25,3.75,5.625,3.75,-0.392083217024822,0.000761035,0.001268392,0.001014713,0.000761035,-0.968234569903326,0.001014713,0.00152207,0.000507357,0.00152207,"NL","NL",0,5,3,0.6
"72","Fall 2019",1110,7389,6.5,5,6.636363636,5,3.25,5.375,5.625,4.5,-0.392083217024822,0.000761035,0.001268392,0.001014713,0.000761035,0.264252204189066,0.001014713,0.00152207,0.000507357,0.00152207,"NL","NL",1,5,3,0.6
"73","Fall 2019",1110,2572,6.5,6,6.636363636,5.909090909,3.25,6.25,5.625,5.5,-0.392083217024822,0.000761035,0.001268392,0.001014713,0.000761035,0.264252204189066,0.000253678,0.00152207,0,0.00152207,"NL","NL",1,5,3,0.6
"74","Fall 2019",1110,5089,6.5,4.5,6.636363636,6,3.25,5.625,5.625,4.625,-0.392083217024822,0.000761035,0.001268392,0.001014713,0.000761035,-0.968234569903326,0.000761035,0.00152207,0.000761035,0.000761035,"NL","NL",1,5,3,0.6
"75","Fall 2019",1110,6229,6.5,NA,6.636363636,NA,3.25,NA,5.625,NA,-0.392083217024822,0.000761035,0.001268392,0.001014713,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,5,3,0.6
"76","Fall 2019",1111,5281,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"77","Fall 2019",1111,7910,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"78","Fall 2019",1111,6268,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"79","Fall 2019",1111,4060,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"80","Fall 2019",1111,4606,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"81","Fall 2019",1111,1137,5,NA,5.545454545,NA,5.375,NA,3.5,NA,-1.58819661196698,0,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"82","Fall 2019",1120,8310,4,2,6.545454545,3.636363636,4.25,1,4.625,1.625,-0.990139914495902,0.000507357,0.000761035,0,0.000507357,-1.58447795694952,0.000761035,0.000761035,0,0,"NL","NL",1,3,2,0.666666666666667
"83","Fall 2019",1120,6685,4,NA,6.545454545,NA,4.25,NA,4.625,NA,-0.990139914495902,0.000507357,0.000761035,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,3,2,0.666666666666667
"84","Fall 2019",1120,1901,4,3.5,6.545454545,5.727272727,4.25,6.75,4.625,6.375,-0.990139914495902,0.000507357,0.000761035,0,0.000507357,2.11298236532765,0.000761035,0.001014713,0,0,"NL","L",1,3,2,0.666666666666667
"85","Fall 2019",1128,7389,5,5,6.363636364,5,3.75,5.375,3.75,4.5,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,0.264252204189066,0.001014713,0.00152207,0.000507357,0.00152207,"NL","NL",1,6,2,0.333333333333333
"86","Fall 2019",1128,1152,5,NA,6.363636364,NA,3.75,NA,3.75,NA,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"87","Fall 2019",1128,6889,5,NA,6.363636364,NA,3.75,NA,3.75,NA,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"88","Fall 2019",1128,2438,5,5.5,6.363636364,6.909090909,3.75,5.875,3.75,5.75,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,0.264252204189066,0.00152207,0.00152207,0.000761035,0.000253678,"NL","NL",1,6,2,0.333333333333333
"89","Fall 2019",1128,5089,5,4.5,6.363636364,6,3.75,5.625,3.75,4.625,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,-0.968234569903326,0.000761035,0.00152207,0.000761035,0.000761035,"NL","NL",0,6,2,0.333333333333333
"90","Fall 2019",1128,6146,5,NA,6.363636364,NA,3.75,NA,3.75,NA,-0.990139914495902,0.001014713,0.00152207,0.000507357,0.00152207,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"91","Fall 2019",1132,7285,5,6,6.727272727,6.090909091,6.25,7,2.875,5.625,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,0.264252204189066,0.00152207,0.000507357,0.000507357,0.001014713,"NL","NL",0,6,3,0.5
"92","Fall 2019",1132,2806,5,NA,6.727272727,NA,6.25,NA,2.875,NA,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,3,0.5
"93","Fall 2019",1132,2412,5,4.5,6.727272727,6.181818182,6.25,3.5,2.875,6.5,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,1.49673897828146,0.001268392,0.00152207,0,0,"NL","L",1,6,3,0.5
"94","Fall 2019",1132,1833,5,5,6.727272727,5.090909091,6.25,5,2.875,6.375,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,-1.58447795694952,0.001775748,0.00152207,0.000507357,0.00152207,"NL","NL",0,6,3,0.5
"95","Fall 2019",1132,6183,5,4,6.727272727,5.909090909,6.25,5,2.875,5.375,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,0.264252204189066,0.001014713,0.00152207,0,0.000253678,"NL","NL",1,6,3,0.5
"96","Fall 2019",1132,3557,5,4.5,6.727272727,6.454545455,6.25,2.625,2.875,3.75,-0.392083217024822,0.000761035,0.00152207,0,0.000507357,0.880495591235262,0.000507357,0.00152207,0.000761035,0.000761035,"NL","L",1,6,3,0.5
"97","Fall 2019",1133,5001,4.5,NA,5.727272727,NA,4.75,NA,4.25,NA,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"98","Fall 2019",1133,5263,4.5,NA,5.727272727,NA,4.75,NA,4.25,NA,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"99","Fall 2019",1133,3131,4.5,3.5,5.727272727,6.181818182,4.75,2.875,4.25,1.375,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,0.264252204189066,0.000507357,0.00152207,0,0.000761035,"NL","NL",1,6,2,0.333333333333333
"100","Fall 2019",1133,4259,4.5,NA,5.727272727,NA,4.75,NA,4.25,NA,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"101","Fall 2019",1133,1331,4.5,NA,5.727272727,NA,4.75,NA,4.25,NA,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"102","Fall 2019",1133,5922,4.5,5.5,5.727272727,6,4.75,3.75,4.25,5.625,-1.58819661196698,0.000761035,0.00152207,0.000761035,0.001268392,0.264252204189066,0.000253678,0.001268392,0.000253678,0.001014713,"NL","NL",1,6,2,0.333333333333333
"103","Fall 2019",1134,2979,5.5,6.5,5.090909091,5.909090909,1.875,7,5.625,6.125,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,0.880495591235262,0.002029427,0.00152207,0.000253678,0.001268392,"NL","L",1,6,4,0.666666666666667
"104","Fall 2019",1134,7172,5.5,NA,5.090909091,NA,1.875,NA,5.625,NA,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,4,0.666666666666667
"105","Fall 2019",1134,2741,5.5,5,5.090909091,5.454545455,1.875,6.375,5.625,4.5,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,-0.968234569903326,0.001268392,0.001268392,0,0,"NL","NL",1,6,4,0.666666666666667
"106","Fall 2019",1134,6276,5.5,5,5.090909091,5.272727273,1.875,3.75,5.625,3,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,0.880495591235262,0.000507357,0.00152207,0,0.00152207,"NL","L",1,6,4,0.666666666666667
"107","Fall 2019",1134,5795,5.5,NA,5.090909091,NA,1.875,NA,5.625,NA,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,4,0.666666666666667
"108","Fall 2019",1134,2888,5.5,4.5,5.090909091,4,1.875,2.625,5.625,4.875,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,1.49673897828146,0.000507357,0.00152207,0,0.000761035,"NL","L",1,6,4,0.666666666666667
"109","Fall 2019",1161,2735,4,NA,5.272727273,NA,4.75,NA,5.625,NA,0.205973480446258,0,0.000761035,0,0,NA,NA,NA,NA,NA,"NL",NA,0,3,0,0
"110","Fall 2019",1161,8279,4,NA,5.272727273,NA,4.75,NA,5.625,NA,0.205973480446258,0,0.000761035,0,0,NA,NA,NA,NA,NA,"NL",NA,0,3,0,0
"111","Fall 2019",1161,3072,4,NA,5.272727273,NA,4.75,NA,5.625,NA,0.205973480446258,0,0.000761035,0,0,NA,NA,NA,NA,NA,"NL",NA,0,3,0,0
"112","Fall 2019",1162,2764,5,NA,6.909090909,NA,7,NA,5.875,NA,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"113","Fall 2019",1162,5883,5,6,6.909090909,6.727272727,7,4,5.875,3.5,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,-1.58447795694952,0.001014713,0.001014713,0.000761035,0.000253678,"NL","NL",1,6,2,0.333333333333333
"114","Fall 2019",1162,6659,5,3,6.909090909,5,7,4.75,5.875,4.25,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,1.49673897828146,0.000761035,0.00152207,0.000253678,0.00152207,"NL","L",1,6,2,0.333333333333333
"115","Fall 2019",1162,7640,5,NA,6.909090909,NA,7,NA,5.875,NA,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"116","Fall 2019",1162,2908,5,4.5,6.909090909,5.272727273,7,5.875,5.875,4.375,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,0.264252204189066,0.000507357,0.000507357,0,0.000507357,"NL","NL",0,6,2,0.333333333333333
"117","Fall 2019",1162,2916,5,5,6.909090909,6.181818182,7,2.75,5.875,6.5,-0.392083217024822,0.001268392,0.00152207,0.000507357,0.000253678,0.264252204189066,0.001268392,0.001014713,0.000507357,0.00152207,"NL","NL",0,6,2,0.333333333333333
"118","Fall 2019",1167,8141,5.5,NA,6.090909091,NA,1.875,NA,5.125,NA,0.804030177917338,0.001268392,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,3,0.5
"119","Fall 2019",1167,4221,5.5,NA,6.090909091,NA,1.875,NA,5.125,NA,0.804030177917338,0.001268392,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,3,0.5
"120","Fall 2019",1167,4904,5.5,NA,6.090909091,NA,1.875,NA,5.125,NA,0.804030177917338,0.001268392,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,3,0.5
