"","Term","ego","alter","agreeEgo","agreeAlter","empathyEgo","empathyAlter","socialemotionallityEgo","socialemotionallityAlter","needtobelongEgo","needtobelongAlter","loneEgo","inEgo","outEgo","inEgo_liked","outEgo_liked","loneAlter","inAlter","outAlter","inAlter_liked","outAlter_liked","loneBinEgo","loneBinAlter","recp","n","recpSum","recpPer"
"915","Fall 2019",2208,4115,5.5,5,6.818181818,6.181818182,4.875,3.875,4.25,5.25,-0.990139914495902,0.000761035,0.001014713,0.000253678,0.000761035,-0.968234569903326,0.000253678,0.00152207,0.001014713,0.001014713,"NL","NL",0,4,3,0.75
"916","Fall 2019",2222,3659,3.5,5.5,5.545454545,6,5.5,3.375,1.875,6.25,-0.392083217024822,0.000761035,0.000761035,0.000253678,0.000253678,0.264252204189066,0.001014713,0.00152207,0,0.000507357,"NL","NL",1,3,3,1
"917","Fall 2019",2222,3853,3.5,6,5.545454545,5.636363636,5.5,3.125,1.875,3.25,-0.392083217024822,0.000761035,0.000761035,0.000253678,0.000253678,-0.968234569903326,0.000507357,0.001014713,0,0.000507357,"NL","NL",1,3,3,1
"918","Fall 2019",2222,1949,3.5,5,5.545454545,5.818181818,5.5,4,1.875,3.75,-0.392083217024822,0.000761035,0.000761035,0.000253678,0.000253678,0.264252204189066,0.001268392,0.00152207,0.000253678,0.00152207,"NL","NL",1,3,3,1
"919","Fall 2019",2223,2545,4.5,NA,6.363636364,NA,7,NA,6.875,NA,0.205973480446258,0,0.00152207,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"920","Fall 2019",2223,2338,4.5,NA,6.363636364,NA,7,NA,6.875,NA,0.205973480446258,0,0.00152207,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"921","Fall 2019",2223,7929,4.5,NA,6.363636364,NA,7,NA,6.875,NA,0.205973480446258,0,0.00152207,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"922","Fall 2019",2223,7707,4.5,6.5,6.363636364,5.818181818,7,6.25,6.875,6.25,0.205973480446258,0,0.00152207,0.000253678,0.001014713,-0.35199118285713,0.000253678,0.00152207,0.00152207,0.000761035,"NL","NL",0,6,0,0
"923","Fall 2019",2223,1958,4.5,NA,6.363636364,NA,7,NA,6.875,NA,0.205973480446258,0,0.00152207,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"924","Fall 2019",2223,6438,4.5,NA,6.363636364,NA,7,NA,6.875,NA,0.205973480446258,0,0.00152207,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"925","Fall 2019",2228,3994,6.5,NA,6.272727273,NA,4.875,NA,2.625,NA,-1.58819661196698,0.000761035,0.001014713,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,4,2,0.5
"926","Fall 2019",2228,1768,6.5,5.5,6.272727273,5.454545455,4.875,3.375,2.625,4.25,-1.58819661196698,0.000761035,0.001014713,0,0.000253678,2.11298236532765,0.000761035,0.001268392,0,0.000761035,"NL","L",1,4,2,0.5
"927","Fall 2019",2228,1753,6.5,NA,6.272727273,NA,4.875,NA,2.625,NA,-1.58819661196698,0.000761035,0.001014713,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,4,2,0.5
"928","Fall 2019",2228,7137,6.5,5,6.272727273,5.818181818,4.875,7,2.625,2.875,-1.58819661196698,0.000761035,0.001014713,0,0.000253678,-1.58447795694952,0.001014713,0.001268392,0.000761035,0,"NL","NL",1,4,2,0.5
"929","Fall 2019",2231,3564,4,4.5,5.454545455,5.272727273,4.25,2.5,5.375,4.625,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,-0.35199118285713,0.002029427,0.00152207,0.00152207,0.000507357,"NL","NL",1,6,3,0.5
"930","Fall 2019",2231,4815,4,6.5,5.454545455,6.636363636,4.25,5.125,5.375,4.25,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,-1.58447795694952,0.001268392,NA,0.000761035,NA,"NL","NL",0,6,3,0.5
"931","Fall 2019",2231,1445,4,7,5.454545455,6.727272727,4.25,3.625,5.375,5.25,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,0.264252204189066,0.000761035,0.00152207,0,0.000507357,"NL","NL",1,6,3,0.5
"932","Fall 2019",2231,6113,4,NA,5.454545455,NA,4.25,NA,5.375,NA,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,3,0.5
"933","Fall 2019",2231,1828,4,3.5,5.454545455,5.181818182,4.25,1.875,5.375,4.875,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,2.11298236532765,0.001014713,0.000507357,0.000507357,0.000253678,"NL","L",1,6,3,0.5
"934","Fall 2019",2231,3139,4,NA,5.454545455,NA,4.25,NA,5.375,NA,0.205973480446258,0.001268392,0.00152207,0.000507357,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,3,0.5
"935","Fall 2019",2239,1661,5.5,4,5.272727273,4,3,4,4,4,0.205973480446258,0.000253678,0.001268392,0.000761035,0.001268392,0.264252204189066,0.000761035,0.00152207,0.000507357,0.00152207,"NL","NL",0,5,1,0.2
"936","Fall 2019",2239,2543,5.5,NA,5.272727273,NA,3,NA,4,NA,0.205973480446258,0.000253678,0.001268392,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"937","Fall 2019",2239,4520,5.5,NA,5.272727273,NA,3,NA,4,NA,0.205973480446258,0.000253678,0.001268392,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"938","Fall 2019",2239,7305,5.5,NA,5.272727273,NA,3,NA,4,NA,0.205973480446258,0.000253678,0.001268392,0.000761035,0.001268392,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"939","Fall 2019",2239,7701,5.5,4.5,5.272727273,5.909090909,3,4.125,4,4.25,0.205973480446258,0.000253678,0.001268392,0.000761035,0.001268392,0.264252204189066,0.000507357,0.001268392,0,0.001014713,"NL","NL",1,5,1,0.2
"940","Fall 2019",2242,2405,5,NA,5.090909091,NA,6.375,NA,4,NA,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"941","Fall 2019",2242,3875,5,NA,5.090909091,NA,6.375,NA,4,NA,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"942","Fall 2019",2242,3017,5,NA,5.090909091,NA,6.375,NA,4,NA,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"943","Fall 2019",2242,7727,5,NA,5.090909091,NA,6.375,NA,4,NA,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"944","Fall 2019",2242,7442,5,4,5.090909091,4.545454545,6.375,4.875,4,5.125,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,0.264252204189066,0.001014713,0.00152207,0.001014713,0.00152207,"NL","NL",1,6,2,0.333333333333333
"945","Fall 2019",2242,5980,5,4,5.090909091,4.545454545,6.375,3.375,4,3.5,-1.58819661196698,0.000507357,0.00152207,0.000761035,0.000253678,-0.968234569903326,0.000507357,0.00152207,0.000761035,0.000507357,"NL","NL",1,6,2,0.333333333333333
"946","Fall 2019",2248,4889,5.5,6.5,4.272727273,6,4,6,5.125,5.25,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,-1.58447795694952,0.001268392,0.00152207,0.000253678,0.000253678,"NL","NL",0,6,1,0.166666666666667
"947","Fall 2019",2248,5055,5.5,NA,4.272727273,NA,4,NA,5.125,NA,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"948","Fall 2019",2248,7855,5.5,5.5,4.272727273,5.727272727,4,4.875,5.125,5.375,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,0.264252204189066,0.001268392,0.00152207,0.000761035,0.000253678,"NL","NL",1,6,1,0.166666666666667
"949","Fall 2019",2248,1444,5.5,6,4.272727273,6.272727273,4,4,5.125,4.125,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,-0.35199118285713,0.00152207,0.00152207,0.000253678,0.000253678,"NL","NL",0,6,1,0.166666666666667
"950","Fall 2019",2248,5928,5.5,NA,4.272727273,NA,4,NA,5.125,NA,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"951","Fall 2019",2248,4117,5.5,6,4.272727273,6.181818182,4,3.625,5.125,5.5,-0.990139914495902,0.001014713,0.00152207,0.000253678,0.000253678,0.264252204189066,0.00152207,0.00152207,0.000507357,0.00152207,"NL","NL",0,6,1,0.166666666666667
"952","Fall 2019",2253,7369,5,NA,5.545454545,NA,4.25,NA,3.375,NA,-0.990139914495902,0.001014713,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"953","Fall 2019",2253,8067,5,4.5,5.545454545,5.363636364,4.25,2.5,3.375,3.5,-0.990139914495902,0.001014713,0.001268392,0,0.000253678,1.49673897828146,0.001014713,0.001014713,0.000253678,0.000253678,"NL","L",1,5,1,0.2
"954","Fall 2019",2253,2933,5,NA,5.545454545,NA,4.25,NA,3.375,NA,-0.990139914495902,0.001014713,0.001268392,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"955","Fall 2019",2253,4788,5,2,5.545454545,3.636363636,4.25,3.875,3.375,4.375,-0.990139914495902,0.001014713,0.001268392,0,0.000253678,-1.58447795694952,0.000507357,0.000253678,0,0.000253678,"NL","NL",0,5,1,0.2
"956","Fall 2019",2253,1466,5,4,5.545454545,4.909090909,4.25,4,3.375,4.25,-0.990139914495902,0.001014713,0.001268392,0,0.000253678,0.264252204189066,0.000761035,0.000253678,0,0,"NL","NL",0,5,1,0.2
"957","Fall 2019",2261,3633,3.5,6.5,6,6.181818182,6,5.875,4.5,6.25,0.205973480446258,0.000507357,0.000761035,0.000253678,0.001014713,0.264252204189066,0.000761035,0.001014713,0,0.000507357,"NL","NL",1,3,1,0.333333333333333
"958","Fall 2019",2261,5074,3.5,NA,6,NA,6,NA,4.5,NA,0.205973480446258,0.000507357,0.000761035,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,3,1,0.333333333333333
"959","Fall 2019",2261,5924,3.5,NA,6,NA,6,NA,4.5,NA,0.205973480446258,0.000507357,0.000761035,0.000253678,0.001014713,NA,NA,NA,NA,NA,"NL",NA,0,3,1,0.333333333333333
"960","Fall 2019",2267,7080,6,NA,6.181818182,NA,6.25,NA,2.75,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"961","Fall 2019",2267,8133,6,NA,6.181818182,NA,6.25,NA,2.75,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"962","Fall 2019",2267,2651,6,4,6.181818182,5.909090909,6.25,3.25,2.75,3,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,0.264252204189066,0.000507357,0.000253678,0,0.000253678,"NL","NL",0,6,1,0.166666666666667
"963","Fall 2019",2267,7479,6,6,6.181818182,7,6.25,3.75,2.75,4.5,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,0.880495591235262,0.000253678,0.00152207,0,0.000507357,"NL","L",1,6,1,0.166666666666667
"964","Fall 2019",2267,3572,6,NA,6.181818182,NA,6.25,NA,2.75,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"965","Fall 2019",2267,1560,6,NA,6.181818182,NA,6.25,NA,2.75,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"966","Fall 2019",2275,2921,5.5,NA,6.727272727,NA,4.875,NA,2.75,NA,-1.58819661196698,0.000253678,0.001268392,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"967","Fall 2019",2275,6977,5.5,3,6.727272727,4.363636364,4.875,1.75,2.75,4,-1.58819661196698,0.000253678,0.001268392,0,0.000761035,2.11298236532765,0.000253678,NA,0.000253678,NA,"NL","L",0,5,1,0.2
"968","Fall 2019",2275,8114,5.5,NA,6.727272727,NA,4.875,NA,2.75,NA,-1.58819661196698,0.000253678,0.001268392,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"969","Fall 2019",2275,7172,5.5,NA,6.727272727,NA,4.875,NA,2.75,NA,-1.58819661196698,0.000253678,0.001268392,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,5,1,0.2
"970","Fall 2019",2275,1445,5.5,7,6.727272727,6.727272727,4.875,3.625,2.75,5.25,-1.58819661196698,0.000253678,0.001268392,0,0.000761035,0.264252204189066,0.000761035,0.00152207,0,0.000507357,"NL","NL",1,5,1,0.2
"971","Fall 2019",2284,6678,4.5,NA,5.454545455,NA,4.25,NA,3.875,NA,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"972","Fall 2019",2284,5704,4.5,2.5,5.454545455,4.636363636,4.25,4.375,3.875,4.5,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,0.880495591235262,0.001268392,0,0.000507357,0.000253678,"NL","L",0,6,2,0.333333333333333
"973","Fall 2019",2284,2110,4.5,NA,5.454545455,NA,4.25,NA,3.875,NA,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"974","Fall 2019",2284,7600,4.5,5,5.454545455,5.454545455,4.25,3.5,3.875,3.25,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,-0.968234569903326,0.00152207,0.000761035,0.000253678,0,"NL","NL",1,6,2,0.333333333333333
"975","Fall 2019",2284,7838,4.5,6,5.454545455,6,4.25,5.75,3.875,5.5,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,0.264252204189066,0.001775748,0.00152207,0.000253678,0.001014713,"NL","NL",1,6,2,0.333333333333333
"976","Fall 2019",2284,2105,4.5,NA,5.454545455,NA,4.25,NA,3.875,NA,-0.990139914495902,0.000761035,0.00152207,0,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"977","Fall 2019",2287,6866,6.5,NA,6.272727273,NA,5.375,NA,5.25,NA,-0.392083217024822,0.000253678,0.001014713,0.000507357,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,4,0,0
"978","Fall 2019",2287,5396,6.5,NA,6.272727273,NA,5.375,NA,5.25,NA,-0.392083217024822,0.000253678,0.001014713,0.000507357,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,4,0,0
"979","Fall 2019",2287,1774,6.5,4.5,6.272727273,6.090909091,5.375,6.25,5.25,2.375,-0.392083217024822,0.000253678,0.001014713,0.000507357,0.000253678,-0.968234569903326,0.000761035,0,0,0,"NL","NL",0,4,0,0
"980","Fall 2019",2287,5460,6.5,NA,6.272727273,NA,5.375,NA,5.25,NA,-0.392083217024822,0.000253678,0.001014713,0.000507357,0.000253678,NA,NA,NA,NA,NA,"NL",NA,0,4,0,0
"981","Fall 2019",2290,6521,4.5,6,6.636363636,6.818181818,7,6.75,5.75,4,0.205973480446258,0.000761035,0.00152207,0,0.000507357,0.264252204189066,0.001268392,0.00152207,0.000253678,0.00152207,"NL","NL",1,6,1,0.166666666666667
"982","Fall 2019",2290,7254,4.5,NA,6.636363636,NA,7,NA,5.75,NA,0.205973480446258,0.000761035,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"983","Fall 2019",2290,7471,4.5,NA,6.636363636,NA,7,NA,5.75,NA,0.205973480446258,0.000761035,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"984","Fall 2019",2290,4974,4.5,NA,6.636363636,NA,7,NA,5.75,NA,0.205973480446258,0.000761035,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"985","Fall 2019",2290,2356,4.5,4,6.636363636,5.363636364,7,6.25,5.75,6.625,0.205973480446258,0.000761035,0.00152207,0,0.000507357,1.49673897828146,0.000761035,0.00152207,0,0.00152207,"NL","L",0,6,1,0.166666666666667
"986","Fall 2019",2290,2877,4.5,NA,6.636363636,NA,7,NA,5.75,NA,0.205973480446258,0.000761035,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"987","Fall 2019",2296,6893,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"988","Fall 2019",2296,4862,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"989","Fall 2019",2296,2159,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"990","Fall 2019",2296,5383,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"991","Fall 2019",2296,3688,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"992","Fall 2019",2296,5361,5,NA,5.363636364,NA,4.5,NA,4.5,NA,-0.392083217024822,0.000253678,0.00152207,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"993","Fall 2019",2299,4579,6,NA,6.454545455,NA,6.25,NA,5.125,NA,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"994","Fall 2019",2299,3466,6,NA,6.454545455,NA,6.25,NA,5.125,NA,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"995","Fall 2019",2299,3703,6,NA,6.454545455,NA,6.25,NA,5.125,NA,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"996","Fall 2019",2299,5274,6,NA,6.454545455,NA,6.25,NA,5.125,NA,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"997","Fall 2019",2299,1387,6,NA,6.454545455,NA,6.25,NA,5.125,NA,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,1,0.166666666666667
"998","Fall 2019",2299,6747,6,5,6.454545455,6.090909091,6.25,4.5,5.125,4.375,-0.990139914495902,0.000253678,0.00152207,0.000253678,0.000761035,0.264252204189066,0.000253678,0.000761035,0,0.000253678,"NL","NL",1,6,1,0.166666666666667
"999","Fall 2019",2303,7159,6,2.5,6.727272727,5.727272727,3,3.5,3.875,5.125,-0.392083217024822,0.000253678,0.001268392,0,0.000507357,-0.968234569903326,0.000761035,0.00152207,0,0.001268392,"NL","NL",0,5,0,0
"1000","Fall 2019",2303,7820,6,NA,6.727272727,NA,3,NA,3.875,NA,-0.392083217024822,0.000253678,0.001268392,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"1001","Fall 2019",2303,3150,6,NA,6.727272727,NA,3,NA,3.875,NA,-0.392083217024822,0.000253678,0.001268392,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"1002","Fall 2019",2303,4548,6,NA,6.727272727,NA,3,NA,3.875,NA,-0.392083217024822,0.000253678,0.001268392,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"1003","Fall 2019",2303,5865,6,NA,6.727272727,NA,3,NA,3.875,NA,-0.392083217024822,0.000253678,0.001268392,0,0.000507357,NA,NA,NA,NA,NA,"NL",NA,0,5,0,0
"1004","Fall 2019",2304,5288,6,1.5,6.090909091,4.090909091,5,2.125,7,3.625,2.0001435728595,0.000253678,0.00152207,0,0.00152207,2.11298236532765,0.000507357,0.000761035,0,0.000507357,"L","L",1,6,1,0.166666666666667
"1005","Fall 2019",2304,5241,6,NA,6.090909091,NA,5,NA,7,NA,2.0001435728595,0.000253678,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,1,0.166666666666667
"1006","Fall 2019",2304,7681,6,NA,6.090909091,NA,5,NA,7,NA,2.0001435728595,0.000253678,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,1,0.166666666666667
"1007","Fall 2019",2304,2885,6,6,6.090909091,6.272727273,5,5.75,7,4,2.0001435728595,0.000253678,0.00152207,0,0.00152207,-0.35199118285713,0.000761035,0.000507357,0.000253678,0.000253678,"L","NL",0,6,1,0.166666666666667
"1008","Fall 2019",2304,2484,6,NA,6.090909091,NA,5,NA,7,NA,2.0001435728595,0.000253678,0.00152207,0,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,1,0.166666666666667
"1009","Fall 2019",2304,3814,6,5,6.090909091,5.727272727,5,6.25,7,4.875,2.0001435728595,0.000253678,0.00152207,0,0.00152207,0.264252204189066,0.001014713,0.000761035,0.001014713,0.000761035,"L","NL",0,6,1,0.166666666666667
"1010","Fall 2019",2309,8111,6,2,6.363636364,4.909090909,5.875,2.125,4.25,5.125,2.0001435728595,0,0.001014713,0,0,0.264252204189066,0.000507357,0.00152207,0,0.000507357,"L","NL",0,4,0,0
"1011","Fall 2019",2309,6373,6,NA,6.363636364,NA,5.875,NA,4.25,NA,2.0001435728595,0,0.001014713,0,0,NA,NA,NA,NA,NA,"L",NA,0,4,0,0
"1012","Fall 2019",2309,7725,6,NA,6.363636364,NA,5.875,NA,4.25,NA,2.0001435728595,0,0.001014713,0,0,NA,NA,NA,NA,NA,"L",NA,0,4,0,0
"1013","Fall 2019",2309,1281,6,NA,6.363636364,NA,5.875,NA,4.25,NA,2.0001435728595,0,0.001014713,0,0,NA,NA,NA,NA,NA,"L",NA,0,4,0,0
"1014","Fall 2019",2310,3979,4.5,NA,5.909090909,NA,5.625,NA,3.875,NA,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"1015","Fall 2019",2310,6105,4.5,NA,5.909090909,NA,5.625,NA,3.875,NA,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"1016","Fall 2019",2310,6501,4.5,5.5,5.909090909,5.454545455,5.625,4.75,3.875,4.875,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,0.264252204189066,0.000507357,0.00152207,0,0.00152207,"NL","NL",1,6,2,0.333333333333333
"1017","Fall 2019",2310,3352,4.5,5,5.909090909,5.636363636,5.625,5.5,3.875,4.75,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,0.880495591235262,0.000253678,0.00152207,0.000253678,0.000253678,"NL","L",1,6,2,0.333333333333333
"1018","Fall 2019",2310,6165,4.5,NA,5.909090909,NA,5.625,NA,3.875,NA,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"1019","Fall 2019",2310,4446,4.5,NA,5.909090909,NA,5.625,NA,3.875,NA,0.205973480446258,0.000507357,0.00152207,0.000253678,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,2,0.333333333333333
"1020","Fall 2019",2311,2557,4.5,5.5,5.090909091,5.090909091,2.625,4.625,4.625,4.75,-0.990139914495902,0,0.00152207,0,0.000761035,-0.968234569903326,0.000253678,0.000253678,0,0,"NL","NL",0,6,0,0
"1021","Fall 2019",2311,3903,4.5,NA,5.090909091,NA,2.625,NA,4.625,NA,-0.990139914495902,0,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"1022","Fall 2019",2311,6561,4.5,NA,5.090909091,NA,2.625,NA,4.625,NA,-0.990139914495902,0,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"1023","Fall 2019",2311,5443,4.5,2,5.090909091,5.454545455,2.625,1.25,4.625,3.25,-0.990139914495902,0,0.00152207,0,0.000761035,-0.968234569903326,0.001014713,0.00152207,0,0.001014713,"NL","NL",0,6,0,0
"1024","Fall 2019",2311,4135,4.5,7,5.090909091,6.909090909,2.625,6.375,4.625,4.125,-0.990139914495902,0,0.00152207,0,0.000761035,-0.35199118285713,0.00152207,0.00152207,0,0.000253678,"NL","NL",0,6,0,0
"1025","Fall 2019",2311,4092,4.5,NA,5.090909091,NA,2.625,NA,4.625,NA,-0.990139914495902,0,0.00152207,0,0.000761035,NA,NA,NA,NA,NA,"NL",NA,0,6,0,0
"1026","Fall 2019",2313,4260,4.5,NA,5.090909091,NA,3.5,NA,4,NA,0.804030177917338,0.000507357,0.000761035,0.000253678,0.001014713,NA,NA,NA,NA,NA,"L",NA,0,3,1,0.333333333333333
"1027","Fall 2019",2313,1779,4.5,6,5.090909091,5.818181818,3.5,6.875,4,6.375,0.804030177917338,0.000507357,0.000761035,0.000253678,0.001014713,1.49673897828146,0.000761035,0.00152207,0.000253678,0.000253678,"L","L",0,3,1,0.333333333333333
"1028","Fall 2019",2313,5815,4.5,5.5,5.090909091,6.090909091,3.5,5.625,4,4.875,0.804030177917338,0.000507357,0.000761035,0.000253678,0.001014713,-0.35199118285713,0.001268392,0.00152207,0.000507357,0.000761035,"L","NL",1,3,1,0.333333333333333
"1029","Fall 2019",2325,5991,7,NA,6.727272727,NA,5.5,NA,5.625,NA,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,0,0
"1030","Fall 2019",2325,7875,7,6,6.727272727,6.636363636,5.5,5.5,5.625,5.375,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,0.264252204189066,0.001268392,0.001268392,0,0.000507357,"L","NL",0,6,0,0
"1031","Fall 2019",2325,5241,7,NA,6.727272727,NA,5.5,NA,5.625,NA,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,0,0
"1032","Fall 2019",2325,3563,7,NA,6.727272727,NA,5.5,NA,5.625,NA,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,0,0
"1033","Fall 2019",2325,7358,7,NA,6.727272727,NA,5.5,NA,5.625,NA,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,0,0
"1034","Fall 2019",2325,3964,7,NA,6.727272727,NA,5.5,NA,5.625,NA,2.0001435728595,0.000253678,0.00152207,0.000253678,0.00152207,NA,NA,NA,NA,NA,"L",NA,0,6,0,0
