rank,PID,networkType,nom
15408,2915,studyWith,2094
15409,2915,covidTalk,2094
15410,2915,diffTopics,4667
15411,2915,emoSuppRec,4667
15412,2915,covidTalk,4667
15413,2081,diffTopics,2449
15414,2081,emoSuppGive,2449
15415,2081,emoSuppRec,2449
15416,2081,emoSuppRec,6326
15417,2081,emoSuppRec,3749
15418,2081,covidTalk,5466
15419,4917,diffTopics,5298
15420,4917,emoSuppGive,5298
15421,4917,emoSuppRec,5298
15422,4917,covidTalk,5298
15423,4917,studyWith,5843
15424,4917,covidTalk,5843
15425,4917,studyWith,3455
15426,4917,covidTalk,3455
15427,4917,studyWith,3738
15428,4917,covidTalk,3738
15429,1014,diffTopics,8205
15430,1014,emoSuppGive,8205
15431,1014,emoSuppRec,8205
15432,1014,studyWith,8205
15433,1014,covidTalk,8205
15434,1014,diffTopics,4963
15435,1014,emoSuppGive,4963
15436,1014,emoSuppRec,4963
15437,1014,covidTalk,4963
15438,1014,studyWith,7600
15439,1014,covidTalk,7600
15440,4922,diffTopics,6819
15441,4922,emoSuppGive,6819
15442,4922,emoSuppRec,6819
15443,4922,studyWith,6819
15444,4922,covidTalk,6819
15445,4922,diffTopics,5646
15446,4922,emoSuppGive,5646
15447,4922,emoSuppRec,5646
15448,4922,studyWith,5646
15449,4922,covidTalk,5646
15450,4922,covidTalk,3764
15451,4922,covidTalk,2194
15452,4922,diffTopics,5072
15453,4922,emoSuppGive,5072
15454,4922,emoSuppRec,5072
15455,4922,covidTalk,5072
15456,4922,studyWith,5138
15457,4922,covidTalk,5138
15458,7425,diffTopics,3988
15459,7425,emoSuppGive,3988
15460,7425,studyWith,3988
15461,7425,covidTalk,3988
15462,7425,diffTopics,2844
15463,7425,studyWith,2844
15464,7425,covidTalk,2844
15465,7425,studyWith,5695
15466,7425,covidTalk,5695
15467,7425,diffTopics,1847
15468,7425,emoSuppGive,1847
15469,7425,covidTalk,1847
15470,7425,studyWith,2754
15471,7425,covidTalk,2754
15472,7425,covidTalk,3679
15473,7425,covidTalk,6172
15474,7425,studyWith,5286
15475,7425,covidTalk,5286
15476,7425,covidTalk,7806
15477,4750,diffTopics,8233
15478,4750,emoSuppGive,8233
15479,4750,emoSuppRec,8233
15480,4750,studyWith,8233
15481,4750,covidTalk,8233
15482,4750,emoSuppRec,7837
15483,4750,studyWith,7837
15484,4750,covidTalk,7837
15485,4750,diffTopics,8298
15486,4750,emoSuppRec,8298
15487,4750,covidTalk,8298
15488,4750,diffTopics,7369
15489,4750,emoSuppGive,7369
15490,4750,emoSuppRec,7369
15491,4750,studyWith,7369
15492,4750,covidTalk,7369
15493,4750,diffTopics,2933
15494,4750,emoSuppRec,2933
15495,4750,covidTalk,2933
15496,4750,diffTopics,3877
15497,4750,emoSuppGive,3877
15498,4750,emoSuppRec,3877
15499,4750,covidTalk,3877
15500,4750,emoSuppRec,1606
15501,4750,covidTalk,1606
15502,4750,diffTopics,6392
15503,4750,emoSuppGive,6392
15504,4750,emoSuppRec,6392
15505,4750,covidTalk,6392
15506,4750,emoSuppRec,3333
15507,4750,studyWith,3333
15508,4750,covidTalk,3333
15509,4750,emoSuppRec,4173
15510,4750,studyWith,4173
15511,2017,studyWith,7093
15512,2017,covidTalk,7093
15513,2017,diffTopics,6230
15514,2017,emoSuppGive,6230
15515,2017,emoSuppRec,6230
15516,2017,studyWith,6230
15517,2017,covidTalk,6230
15518,2017,diffTopics,5430
15519,2017,emoSuppGive,5430
15520,2017,emoSuppRec,5430
15521,2017,studyWith,5430
15522,2017,covidTalk,5430
15523,2017,diffTopics,2035
15524,2017,emoSuppRec,2035
15525,2017,covidTalk,2035
15526,2017,emoSuppRec,7709
15527,2017,studyWith,7709
15528,2017,covidTalk,7709
15529,2017,covidTalk,4473
15530,2017,covidTalk,7322
15531,2017,diffTopics,7436
15532,2017,emoSuppGive,7436
15533,2017,emoSuppRec,7436
15534,2017,studyWith,7436
15535,2017,covidTalk,7436
15536,3123,diffTopics,1047
15537,3123,emoSuppGive,1047
15538,3123,emoSuppRec,1047
15539,3123,studyWith,1047
15540,3123,covidTalk,1047
15541,3123,emoSuppGive,5985
15542,3123,studyWith,5985
15543,3123,covidTalk,5985
15544,3123,diffTopics,1796
15545,3123,emoSuppGive,1796
15546,3123,emoSuppRec,1796
15547,3123,studyWith,1796
15548,3123,covidTalk,1796
15549,3123,diffTopics,3664
15550,3123,emoSuppGive,3664
15551,3123,emoSuppRec,3664
15552,3123,studyWith,3664
15553,3123,covidTalk,3664
15554,3123,emoSuppGive,5467
15555,3123,emoSuppRec,5467
15556,3123,studyWith,5467
15557,3123,covidTalk,5467
15558,3123,emoSuppGive,3937
15559,3123,emoSuppRec,3937
15560,3123,studyWith,3937
15561,3123,covidTalk,3937
15562,3123,studyWith,3712
15563,3123,covidTalk,3712
15564,6532,diffTopics,7591
15565,6532,emoSuppGive,7591
15566,6532,emoSuppRec,7591
15567,6532,covidTalk,7591
15568,6532,diffTopics,7609
15569,6532,emoSuppGive,7609
15570,6532,emoSuppRec,7609
15571,6532,covidTalk,7609
15572,6532,diffTopics,2960
15573,6532,emoSuppGive,2960
15574,6532,emoSuppRec,2960
15575,6532,covidTalk,2960
15576,6532,diffTopics,6993
15577,6532,emoSuppGive,6993
15578,6532,emoSuppRec,6993
15579,6532,covidTalk,6993
15580,6532,covidTalk,5125
15581,6532,covidTalk,6578
15582,1401,diffTopics,2021
15583,1401,emoSuppGive,2021
15584,1401,emoSuppRec,2021
15585,1401,covidTalk,2021
15586,1401,diffTopics,5055
15587,1401,emoSuppGive,5055
15588,1401,emoSuppRec,5055
15589,1401,covidTalk,5055
15590,1401,diffTopics,5575
15591,1401,emoSuppGive,5575
15592,1401,emoSuppRec,5575
15593,1401,studyWith,5575
15594,1401,covidTalk,5575
15595,1401,diffTopics,5251
15596,1401,emoSuppGive,5251
15597,1401,emoSuppRec,5251
15598,1401,studyWith,5251
15599,1401,covidTalk,5251
15600,1401,emoSuppGive,6564
15601,1401,emoSuppRec,6564
15602,1401,studyWith,6564
15603,1401,covidTalk,6564
15604,1401,emoSuppRec,6975
15605,1401,covidTalk,6975
15606,1401,emoSuppRec,1917
15607,1401,covidTalk,1917
15608,1401,diffTopics,2837
15609,1401,emoSuppRec,2837
15610,1401,covidTalk,2837
15611,1401,diffTopics,5346
15612,1401,emoSuppGive,5346
15613,1401,emoSuppRec,5346
15614,1401,covidTalk,5346
15615,1401,diffTopics,6956
15616,1401,emoSuppGive,6956
15617,1401,emoSuppRec,6956
15618,1401,covidTalk,6956
15619,7389,diffTopics,1128
15620,7389,emoSuppGive,1128
15621,7389,emoSuppRec,1128
15622,7389,studyWith,1128
15623,7389,covidTalk,1128
15624,7389,diffTopics,4866
15625,7389,emoSuppGive,4866
15626,7389,emoSuppRec,4866
15627,7389,studyWith,4866
15628,7389,covidTalk,4866
15629,7389,diffTopics,2438
15630,7389,emoSuppGive,2438
15631,7389,emoSuppRec,2438
15632,7389,covidTalk,2438
15633,7389,diffTopics,1152
15634,7389,emoSuppRec,1152
15635,7389,studyWith,1152
15636,7389,covidTalk,1152
15637,7389,diffTopics,7784
15638,7389,emoSuppGive,7784
15639,7389,emoSuppRec,7784
15640,7389,covidTalk,7784
15641,7389,emoSuppGive,1702
15642,7389,covidTalk,1702
15643,7389,diffTopics,1110
15644,7389,emoSuppRec,1110
15645,7389,covidTalk,1110
15646,7389,diffTopics,6229
15647,7389,emoSuppGive,6229
15648,7389,emoSuppRec,6229
15649,7389,covidTalk,6229
15650,7389,covidTalk,5917
15651,7389,emoSuppRec,4918
15652,7389,covidTalk,4918
15653,1120,diffTopics,8008
15654,1120,emoSuppGive,8008
15655,1120,emoSuppRec,8008
15656,1120,diffTopics,3572
15657,1120,emoSuppGive,3572
15658,1120,emoSuppRec,3572
15659,1120,covidTalk,3572
15660,1120,diffTopics,5757
15661,1120,emoSuppGive,5757
15662,1120,emoSuppRec,5757
15663,1120,covidTalk,5757
15664,1120,diffTopics,7453
15665,1120,emoSuppGive,7453
15666,1120,emoSuppRec,7453
15667,1120,covidTalk,7453
15668,1120,diffTopics,4185
15669,1120,emoSuppGive,4185
15670,1120,emoSuppRec,4185
15671,1120,covidTalk,4185
15672,1120,diffTopics,5451
15673,1120,emoSuppGive,5451
15674,1120,emoSuppRec,5451
15675,1120,covidTalk,5451
15676,1120,diffTopics,6332
15677,1120,emoSuppGive,6332
15678,1120,emoSuppRec,6332
15679,1120,covidTalk,6332
15680,4279,studyWith,7299
15681,4279,diffTopics,7510
15682,4279,emoSuppGive,7510
15683,4279,emoSuppRec,7510
15684,4279,covidTalk,7510
15685,4279,diffTopics,5225
15686,4279,emoSuppGive,5225
15687,4279,emoSuppRec,5225
15688,4279,studyWith,5225
15689,4279,covidTalk,5225
15690,4279,diffTopics,3372
15691,4279,emoSuppGive,3372
15692,4279,emoSuppRec,3372
15693,4279,covidTalk,3372
15694,2583,diffTopics,6329
15695,2583,emoSuppGive,6329
15696,2583,emoSuppRec,6329
15697,2583,studyWith,6329
15698,2583,covidTalk,6329
15699,2583,diffTopics,6665
15700,2583,emoSuppRec,6665
15701,2583,studyWith,6665
15702,2583,covidTalk,6665
15703,2583,diffTopics,7635
15704,2583,emoSuppGive,7635
15705,2583,emoSuppRec,7635
15706,2583,covidTalk,7635
15707,2583,covidTalk,6855
15708,2583,emoSuppGive,8149
15709,2583,covidTalk,8149
15710,2583,diffTopics,2446
15711,2583,emoSuppGive,2446
15712,2583,emoSuppRec,2446
15713,2583,covidTalk,2446
15714,2583,diffTopics,3877
15715,2583,emoSuppGive,3877
15716,2583,emoSuppRec,3877
15717,2583,covidTalk,3877
15718,2583,diffTopics,5733
15719,2583,emoSuppRec,5733
15720,2583,covidTalk,5733
15721,2583,studyWith,2969
15722,2583,covidTalk,2969
15723,2583,studyWith,5535
15724,2583,covidTalk,5535
15725,5661,diffTopics,1782
15726,5661,emoSuppRec,1782
15727,5661,covidTalk,1782
15728,5661,diffTopics,3981
15729,5661,emoSuppGive,3981
15730,5661,emoSuppRec,3981
15731,5661,studyWith,3981
15732,5661,covidTalk,3981
15733,3131,diffTopics,2656
15734,3131,emoSuppRec,2656
15735,3131,covidTalk,2656
15736,3131,diffTopics,3780
15737,3131,emoSuppRec,3780
15738,3131,covidTalk,3780
15739,3131,covidTalk,1133
15740,3131,covidTalk,1394
15741,3131,emoSuppGive,8170
15742,3131,covidTalk,8170
15743,3131,covidTalk,6048
15744,3131,covidTalk,4691
15745,7789,diffTopics,3043
15746,7789,emoSuppGive,3043
15747,7789,emoSuppRec,3043
15748,7789,studyWith,3043
15749,7789,covidTalk,3043
15750,7789,diffTopics,6701
15751,7789,emoSuppGive,6701
15752,7789,emoSuppRec,6701
15753,7789,studyWith,6701
15754,7789,covidTalk,6701
15755,7789,emoSuppRec,6545
15756,7789,studyWith,6545
15757,7789,covidTalk,6545
15758,1528,diffTopics,5436
15759,1528,emoSuppGive,5436
15760,1528,emoSuppRec,5436
15761,1528,studyWith,5436
15762,1528,diffTopics,3440
15763,1528,emoSuppGive,3440
15764,1528,emoSuppRec,3440
15765,1528,emoSuppRec,7610
15766,1528,emoSuppRec,6927
15767,1528,studyWith,7052
15768,1528,studyWith,3769
15769,1528,diffTopics,1350
15770,1528,studyWith,1350
15771,1528,diffTopics,6114
15772,7215,diffTopics,5148
15773,7215,emoSuppRec,5148
15774,7215,studyWith,5148
15775,7215,covidTalk,5148
15776,7215,studyWith,3827
15777,7215,covidTalk,3827
15778,7215,studyWith,8268
15779,7215,covidTalk,8268
15780,7215,studyWith,1047
15781,7215,covidTalk,1047
15782,7215,studyWith,3937
15783,7215,covidTalk,3937
15784,6501,diffTopics,4345
15785,6501,emoSuppGive,4345
15786,6501,covidTalk,4345
15787,6501,diffTopics,6447
15788,6501,emoSuppGive,6447
15789,6501,emoSuppRec,6447
15790,6501,covidTalk,6447
15791,1939,diffTopics,5595
15792,1939,emoSuppGive,5595
15793,1939,emoSuppRec,5595
15794,1939,studyWith,5595
15795,1939,covidTalk,5595
15796,1939,diffTopics,3034
15797,1939,emoSuppGive,3034
15798,1939,emoSuppRec,3034
15799,1939,studyWith,3034
15800,1939,covidTalk,3034
15801,1939,diffTopics,2703
15802,1939,emoSuppGive,2703
15803,1939,emoSuppRec,2703
15804,1939,studyWith,2703
15805,1939,covidTalk,2703
15806,1939,diffTopics,6049
15807,1939,emoSuppRec,6049
15808,1939,covidTalk,6049
15809,1939,diffTopics,3511
15810,1939,emoSuppGive,3511
15811,1939,covidTalk,3511
15812,1939,diffTopics,4328
15813,1939,emoSuppGive,4328
15814,1939,emoSuppRec,4328
15815,1939,studyWith,4328
15816,1939,covidTalk,4328
15817,1939,diffTopics,2396
15818,1939,emoSuppGive,2396
15819,1939,emoSuppRec,2396
15820,1939,covidTalk,2396
15821,1939,diffTopics,4695
15822,1939,emoSuppRec,4695
15823,1939,covidTalk,4695
15824,1939,diffTopics,2716
15825,1939,covidTalk,2716
15826,1939,diffTopics,8145
15827,1939,emoSuppRec,8145
15828,1939,covidTalk,8145
15829,1084,diffTopics,5541
15830,1084,emoSuppRec,5541
15831,1084,studyWith,5541
15832,1084,covidTalk,5541
15833,1084,studyWith,1856
15834,1084,studyWith,7649
15835,1084,covidTalk,3953
15836,1084,diffTopics,6396
15837,1084,emoSuppGive,6396
15838,1084,emoSuppRec,6396
15839,1084,covidTalk,6396
15840,1084,studyWith,8050
15841,1084,covidTalk,8050
15842,4409,diffTopics,2919
15843,4409,emoSuppGive,2919
15844,4409,emoSuppRec,2919
15845,4409,studyWith,2919
15846,4409,covidTalk,2919
15847,4409,diffTopics,7693
15848,4409,emoSuppGive,7693
15849,4409,emoSuppRec,7693
15850,4409,covidTalk,7693
15851,4409,studyWith,6193
15852,4409,covidTalk,6193
15853,4409,covidTalk,4332
15854,4409,studyWith,1364
15855,4409,covidTalk,1364
15856,4409,covidTalk,7124
15857,4409,diffTopics,2393
15858,4409,emoSuppRec,2393
15859,4409,covidTalk,2393
15860,4409,covidTalk,4575
15861,4409,studyWith,8018
15862,4409,covidTalk,8018
15863,4409,studyWith,3877
15864,4409,covidTalk,3877
15865,5186,diffTopics,2071
15866,5186,emoSuppGive,2071
15867,5186,emoSuppRec,2071
15868,5186,studyWith,2071
15869,5186,covidTalk,2071
15870,5186,emoSuppRec,4662
15871,5186,studyWith,4662
15872,5186,covidTalk,4662
15873,5156,diffTopics,4262
15874,5156,emoSuppGive,4262
15875,5156,emoSuppRec,4262
15876,5156,covidTalk,4262
15877,5156,diffTopics,7002
15878,5156,emoSuppGive,7002
15879,5156,emoSuppRec,7002
15880,5156,covidTalk,7002
15881,5156,diffTopics,7185
15882,5156,emoSuppRec,7185
15883,5156,covidTalk,7185
15884,5156,diffTopics,8268
15885,5156,emoSuppGive,8268
15886,5156,emoSuppRec,8268
15887,5156,studyWith,8268
15888,5156,covidTalk,8268
15889,5156,emoSuppRec,2337
15890,5156,covidTalk,2337
15891,5156,emoSuppRec,5390
15892,5156,covidTalk,5390
15893,5156,diffTopics,4631
15894,5156,emoSuppRec,4631
15895,5156,covidTalk,4631
15896,5156,covidTalk,2795
15897,5156,diffTopics,1625
15898,5156,emoSuppGive,1625
15899,5156,emoSuppRec,1625
15900,5156,covidTalk,1625
15901,5156,diffTopics,1301
15902,5156,emoSuppGive,1301
15903,5156,emoSuppRec,1301
15904,5156,covidTalk,1301
15905,1292,diffTopics,6679
15906,1292,emoSuppGive,6679
15907,1292,emoSuppRec,6679
15908,1292,studyWith,6679
15909,1292,covidTalk,6679
15910,1292,diffTopics,1342
15911,1292,emoSuppRec,1342
15912,1292,covidTalk,1342
15913,1292,emoSuppGive,3287
15914,1292,emoSuppRec,3287
15915,1292,studyWith,3287
15916,1292,diffTopics,1397
15917,1292,emoSuppRec,1397
15918,1292,covidTalk,1397
15919,1292,studyWith,5017
15920,1292,diffTopics,3888
15921,1292,emoSuppGive,3888
15922,1292,emoSuppRec,3888
15923,1292,emoSuppRec,3981
15924,1292,diffTopics,1487
15925,1292,emoSuppGive,1487
15926,1292,emoSuppRec,1487
15927,6681,covidTalk,6370
15928,6681,studyWith,4274
15929,6681,covidTalk,4274
15930,1861,diffTopics,5445
15931,1861,emoSuppGive,5445
15932,1861,emoSuppRec,5445
15933,1861,covidTalk,5445
15934,1861,diffTopics,7342
15935,1861,emoSuppGive,7342
15936,1861,emoSuppRec,7342
15937,1861,covidTalk,7342
15938,1861,diffTopics,5598
15939,1861,emoSuppGive,5598
15940,1861,emoSuppRec,5598
15941,1861,covidTalk,5598
15942,1861,emoSuppRec,6907
15943,1861,covidTalk,6907
15944,3362,diffTopics,7668
15945,3362,emoSuppGive,7668
15946,3362,emoSuppRec,7668
15947,3362,covidTalk,7668
15948,3362,diffTopics,4368
15949,3362,emoSuppGive,4368
15950,3362,emoSuppRec,4368
15951,3362,covidTalk,4368
15952,6240,diffTopics,7472
15953,6240,emoSuppGive,7472
15954,6240,emoSuppRec,7472
15955,6240,studyWith,7472
15956,6240,diffTopics,4410
15957,6240,emoSuppGive,4410
15958,6240,emoSuppRec,4410
15959,6240,studyWith,4410
15960,6240,covidTalk,4410
15961,6240,studyWith,2300
15962,6240,emoSuppRec,1976
15963,1892,diffTopics,6687
15964,1892,emoSuppGive,6687
15965,1892,emoSuppRec,6687
15966,1892,studyWith,6687
15967,1892,covidTalk,6687
15968,1892,diffTopics,8290
15969,1892,emoSuppRec,8290
15970,1892,covidTalk,8290
15971,1892,diffTopics,1796
15972,1892,emoSuppGive,1796
15973,1892,emoSuppRec,1796
15974,1892,covidTalk,1796
15975,1892,studyWith,2083
15976,1892,diffTopics,3981
15977,1892,emoSuppGive,3981
15978,1892,emoSuppRec,3981
15979,1892,studyWith,3981
15980,1892,covidTalk,3981
15981,1892,diffTopics,5661
15982,1892,emoSuppGive,5661
15983,1892,emoSuppRec,5661
15984,1892,studyWith,5661
15985,1892,covidTalk,5661
15986,1892,emoSuppGive,7360
15987,5608,diffTopics,5249
15988,5608,emoSuppGive,5249
15989,5608,emoSuppRec,5249
15990,5608,covidTalk,5249
15991,5608,covidTalk,4289
15992,2886,diffTopics,2201
15993,2886,emoSuppGive,2201
15994,2886,emoSuppRec,2201
15995,2886,studyWith,2201
15996,2886,covidTalk,2201
15997,2886,diffTopics,8309
15998,2886,emoSuppGive,8309
15999,2886,emoSuppRec,8309
16000,2886,studyWith,8309
16001,2886,covidTalk,8309
16002,2886,diffTopics,8189
16003,2886,emoSuppGive,8189
16004,2886,covidTalk,8189
16005,2886,emoSuppGive,4630
16006,2886,studyWith,4630
16007,2886,covidTalk,4630
16008,8226,diffTopics,5864
16009,8226,studyWith,5864
16010,8226,covidTalk,5864
16011,8226,diffTopics,2282
16012,8226,covidTalk,2282
16013,8226,emoSuppGive,7865
16014,8226,covidTalk,7865
16015,8226,covidTalk,3865
16016,8226,emoSuppGive,2038
16017,8226,covidTalk,2038
16018,8226,diffTopics,6801
16019,8226,covidTalk,6801
16020,8226,diffTopics,6913
16021,8226,emoSuppGive,6913
16022,8226,emoSuppRec,6913
16023,8226,covidTalk,6913
16024,8226,covidTalk,1489
16025,1004,diffTopics,7123
16026,1004,emoSuppGive,7123
16027,1004,emoSuppRec,7123
16028,1004,diffTopics,5605
16029,1004,emoSuppGive,5605
16030,1004,emoSuppRec,5605
16031,1004,studyWith,5605
16032,1004,diffTopics,2154
16033,1004,emoSuppGive,2154
16034,1004,studyWith,2154
16035,1004,emoSuppGive,1508
16036,1004,diffTopics,2725
16037,1004,emoSuppRec,2725
16038,3694,diffTopics,5719
16039,3694,emoSuppRec,5719
16040,3694,studyWith,5719
16041,3694,covidTalk,5719
16042,3694,studyWith,6524
16043,3694,covidTalk,6524
16044,3694,diffTopics,3438
16045,3694,emoSuppGive,3438
16046,3694,emoSuppRec,3438
16047,3694,studyWith,3438
16048,3694,covidTalk,3438
16049,3694,diffTopics,8059
16050,3694,emoSuppGive,8059
16051,3694,emoSuppRec,8059
16052,3694,covidTalk,8059
16053,3694,diffTopics,1209
16054,3694,emoSuppGive,1209
16055,3694,emoSuppRec,1209
16056,3694,covidTalk,1209
16057,3694,studyWith,5064
16058,3694,covidTalk,5064
16059,3694,covidTalk,2633
16060,3694,diffTopics,7069
16061,3694,emoSuppRec,7069
16062,3694,covidTalk,7069
16063,3694,covidTalk,5511
16064,3818,diffTopics,7540
16065,3818,emoSuppGive,7540
16066,3818,emoSuppRec,7540
16067,3818,studyWith,7540
16068,3818,covidTalk,7540
16069,3818,studyWith,3043
16070,3818,covidTalk,3043
16071,5059,diffTopics,4043
16072,5059,emoSuppRec,4043
16073,5059,studyWith,4043
16074,5059,covidTalk,4043
16075,5059,diffTopics,4236
16076,5059,emoSuppGive,4236
16077,5059,emoSuppRec,4236
16078,5059,covidTalk,4236
16079,5059,diffTopics,6689
16080,5059,emoSuppGive,6689
16081,5059,emoSuppRec,6689
16082,5059,covidTalk,6689
16083,5059,diffTopics,2507
16084,5059,emoSuppGive,2507
16085,5059,emoSuppRec,2507
16086,5059,covidTalk,2507
16087,5059,diffTopics,7526
16088,5059,emoSuppGive,7526
16089,5059,emoSuppRec,7526
16090,5059,covidTalk,7526
16091,5059,emoSuppRec,5468
16092,5059,covidTalk,5468
16093,5059,emoSuppRec,5292
16094,5059,covidTalk,5292
16095,5059,diffTopics,1237
16096,5059,emoSuppRec,1237
16097,5059,covidTalk,1237
16098,5059,diffTopics,3455
16099,5059,emoSuppRec,3455
16100,5059,covidTalk,3455
16101,5059,diffTopics,3983
16102,5059,emoSuppGive,3983
16103,5059,emoSuppRec,3983
16104,5059,covidTalk,3983
16105,2014,diffTopics,4418
16106,2014,emoSuppRec,4418
16107,2014,covidTalk,4418
16108,2014,diffTopics,7864
16109,2014,emoSuppGive,7864
16110,2014,covidTalk,7864
16111,2014,studyWith,7654
16112,2014,covidTalk,7654
16113,2014,covidTalk,4740
16114,2014,diffTopics,5516
16115,2014,emoSuppRec,5516
16116,2014,covidTalk,5516
16117,2014,diffTopics,3882
16118,2014,covidTalk,3882
16119,2014,studyWith,5398
16120,2014,emoSuppRec,6295
16121,2014,covidTalk,6295
16122,7915,covidTalk,2636
16123,7915,covidTalk,1435
16124,7915,studyWith,5343
16125,2208,diffTopics,5110
16126,2208,emoSuppGive,5110
16127,2208,emoSuppRec,5110
16128,2208,covidTalk,5110
16129,2208,diffTopics,1571
16130,2208,emoSuppGive,1571
16131,2208,emoSuppRec,1571
16132,2208,covidTalk,1571
16133,2208,emoSuppGive,2207
16134,2208,emoSuppRec,2207
16135,2208,covidTalk,2207
16136,2208,emoSuppGive,6226
16137,2208,emoSuppRec,6226
16138,2208,covidTalk,6226
16139,2208,emoSuppGive,6280
16140,2208,emoSuppRec,6280
16141,2208,covidTalk,6280
16142,2208,diffTopics,5496
16143,2208,emoSuppGive,5496
16144,2208,emoSuppRec,5496
16145,2208,covidTalk,5496
16146,1592,diffTopics,5691
16147,1592,covidTalk,5691
16148,1592,diffTopics,5681
16149,1592,emoSuppGive,5681
16150,1592,emoSuppRec,5681
16151,1592,covidTalk,5681
16152,1592,covidTalk,7961
16153,1592,covidTalk,6676
16154,1592,covidTalk,1429
16155,1592,covidTalk,3330
16156,1592,covidTalk,5165
16157,1592,covidTalk,5303
16158,7159,diffTopics,2618
16159,7159,emoSuppRec,2618
16160,7159,studyWith,2618
16161,7159,covidTalk,2618
16162,7159,diffTopics,2717
16163,7159,emoSuppGive,2717
16164,7159,studyWith,2717
16165,7159,covidTalk,2717
16166,7159,diffTopics,7592
16167,7159,emoSuppGive,7592
16168,7159,emoSuppRec,7592
16169,7159,covidTalk,7592
16170,7159,emoSuppRec,7321
16171,7159,covidTalk,7321
16172,7159,diffTopics,5376
16173,7159,emoSuppGive,5376
16174,7159,covidTalk,5376
16175,7080,diffTopics,6705
16176,7080,emoSuppGive,6705
16177,7080,emoSuppRec,6705
16178,7080,covidTalk,6705
16179,7080,diffTopics,2651
16180,7080,emoSuppRec,2651
16181,7080,covidTalk,2651
16182,7080,emoSuppGive,7943
16183,7080,covidTalk,7943
16184,7080,diffTopics,2743
16185,7080,emoSuppGive,2743
16186,7080,emoSuppRec,2743
16187,7080,covidTalk,2743
16188,7080,diffTopics,7138
16189,7080,emoSuppGive,7138
16190,7080,covidTalk,7138
16191,7080,covidTalk,2267
16192,7080,covidTalk,3483
16193,7080,covidTalk,8194
16194,4686,diffTopics,7985
16195,4686,emoSuppGive,7985
16196,4686,emoSuppRec,7985
16197,4686,studyWith,7985
16198,4686,covidTalk,7985
16199,4686,diffTopics,5558
16200,4686,emoSuppRec,5558
16201,4686,studyWith,5558
16202,4686,covidTalk,5558
16203,4686,diffTopics,1890
16204,4686,emoSuppGive,1890
16205,4686,emoSuppRec,1890
16206,4686,covidTalk,1890
16207,4686,diffTopics,4734
16208,4686,emoSuppGive,4734
16209,4686,emoSuppRec,4734
16210,4686,covidTalk,4734
16211,4686,emoSuppGive,1262
16212,4686,covidTalk,1262
16213,4686,diffTopics,5189
16214,4686,emoSuppGive,5189
16215,4686,emoSuppRec,5189
16216,4686,covidTalk,5189
16217,4052,studyWith,4100
16218,4052,covidTalk,4100
16219,4052,studyWith,5366
16220,2100,covidTalk,5579
16221,2100,studyWith,4403
16222,7858,diffTopics,1089
16223,7858,emoSuppGive,1089
16224,7858,emoSuppRec,1089
16225,7858,covidTalk,1089
16226,6564,diffTopics,5575
16227,6564,emoSuppGive,5575
16228,6564,emoSuppRec,5575
16229,6564,studyWith,5575
16230,6564,covidTalk,5575
16231,6564,covidTalk,1917
16232,6564,studyWith,5251
16233,6564,covidTalk,5251
16234,5776,diffTopics,1945
16235,5776,emoSuppGive,1945
16236,5776,emoSuppRec,1945
16237,5776,studyWith,1945
16238,5776,covidTalk,1945
16239,5776,diffTopics,6857
16240,5776,emoSuppGive,6857
16241,5776,studyWith,6857
16242,5776,covidTalk,6857
16243,5776,studyWith,4481
16244,5776,covidTalk,4481
16245,5776,diffTopics,3332
16246,5776,diffTopics,7366
16247,5776,emoSuppGive,7366
16248,5776,emoSuppGive,5861
16249,5776,studyWith,5861
16250,5776,covidTalk,5861
16251,5776,covidTalk,1443
16252,5776,diffTopics,2954
16253,5776,emoSuppGive,2954
16254,5776,studyWith,2954
16255,5776,diffTopics,2558
16256,5776,emoSuppGive,2558
16257,5776,emoSuppRec,2558
16258,5776,studyWith,2558
16259,5776,covidTalk,2558
16260,2879,emoSuppGive,6802
16261,2879,emoSuppRec,6802
16262,2879,studyWith,6802
16263,2879,covidTalk,6802
16264,2879,emoSuppGive,7738
16265,2879,emoSuppRec,7738
16266,2879,covidTalk,7738
16267,2879,emoSuppGive,2078
16268,2879,emoSuppRec,2078
16269,2879,emoSuppGive,3101
16270,2879,emoSuppRec,3101
16271,2879,studyWith,3101
16272,2105,diffTopics,5924
16273,2105,emoSuppGive,5924
16274,2105,emoSuppRec,5924
16275,2105,studyWith,5924
16276,2105,covidTalk,5924
16277,2105,emoSuppGive,7640
16278,2105,studyWith,7640
16279,2105,covidTalk,7640
16280,2105,studyWith,5738
16281,2105,covidTalk,5738
16282,2105,diffTopics,1444
16283,2105,emoSuppGive,1444
16284,2105,emoSuppRec,1444
16285,2105,studyWith,1444
16286,2105,covidTalk,1444
16287,2105,diffTopics,7886
16288,2105,emoSuppGive,7886
16289,2105,covidTalk,7886
16290,8268,diffTopics,7002
16291,8268,emoSuppGive,7002
16292,8268,emoSuppRec,7002
16293,8268,covidTalk,7002
16294,8268,diffTopics,7185
16295,8268,covidTalk,7185
16296,8268,diffTopics,5156
16297,8268,emoSuppGive,5156
16298,8268,emoSuppRec,5156
16299,8268,studyWith,5156
16300,8268,covidTalk,5156
16301,8268,covidTalk,2337
16302,8268,diffTopics,4631
16303,8268,covidTalk,4631
